experiment,method,query_mode,model_key,index_file,map_key,item_type,query,gold_ids,pred_ids_topk,hit,hit_rank,k,error_type,error_message
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какие трудности возникают при анализе и расчете эквивалентных схем замещения?,L37_p3,L36_p24|L01_p20_img0|L35_p36|L14_p78_img0|L34_p24|L23_p58_img0|L35_p14|L07_p39_img20|L01_p35|L36_p71_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какие параметры ЭДС и напряжения определяются аналогично?,L03_p16,L03_p16|L39_p82_img0|L20_p52|L13_p34_img0|L03_p81|L39_p84_img0|L13_p5|L36_p22_img0|L13_p22|L36_p19_img4,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какие системы напряжений образуют гармоники данной группы?,L23_p49,L21_p58|L19_p57_img0|L21_p54|L19_p26_img0|L21_p60|L19_p19_img0|L21_p49|L18_p65_img0|L21_p10|L18_p59_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какое понятие используется в электротехнике для описания суммарной мощности, которая передается электрической цепью?",L07_p27,L16_p37|L01_p20_img0|L16_p44|L05_p70_img0|L01_p0|L05_p31_img29|L16_p12|L10_p36_img0|L31_p84|L05_p1_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Как определить емкость конденсатора?,L01_p30,L01_p30|L18_p13_img0|L01_p27|L39_p70_img1|L21_p34|L07_p39_img20|L04_p109|L43_p59_img0|L21_p31|L01_p20_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какое условие должно выполняться для идеального фильтра, чтобы он не имел потерь?",L15_p18,L15_p18|L07_p39_img20|L15_p4|L27_p88_img0|L39_p105|L01_p20_img0|L15_p58|L27_p8_img0|L40_p3|L28_p19_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какую информацию можно получить о напряжении, если известна его комплексная амплитуда в алгебраической форме?",L03_p64,L03_p64|L01_p20_img0|L03_p12|L07_p39_img20|L03_p77|L14_p78_img0|L03_p74|L20_p59_img0|L36_p13|L20_p4_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой в этой схеме?,L30_p61_img2|L30_p61,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L19_p57_img0|L29_p26|L15_p20_img0|L29_p5|L02_p55_img1,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какое разложение периодической несинусоидальной кривой можно выполнить с помощью ряда Фурье?,L22_p8,L20_p25|L07_p39_img20|L20_p28|L01_p20_img0|L20_p73|L27_p88_img0|L20_p41|L27_p58_img0|L34_p54|L18_p70_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какие уравнения описывают стоячие волны в электротехнике?,L41_p64,L40_p13|L25_p62_img0|L40_p28|L01_p20_img0|L39_p39|L41_p65_img0|L40_p22|L34_p43_img0|L41_p43|L26_p74_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Каковы источники резонансной частоты в электрических цепях?,L08_p43,L08_p43|L15_p20_img0|L31_p84|L11_p37_img0|L28_p7|L15_p41_img0|L08_p13|L01_p20_img0|L08_p38|L19_p47_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какой метод используется для анализа симметричных электрических цепей?,L19_p55,L18_p12|L01_p20_img0|L18_p14|L20_p40_img0|L17_p49|L05_p1_img0|L17_p28|L14_p78_img0|L18_p87|L06_p44_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Как определить постоянную времени цепи с индуктивным элементом?,L26_p4,L24_p77|L15_p4_img1|L34_p6|L43_p20_img0|L34_p10|L43_p59_img0|L38_p38|L01_p20_img0|L25_p71|L03_p71_img2,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какие виды тока можно исследовать с помощью теории цепей с распределенными параметрами?,L40_p10,L39_p28|L20_p15_img0|L39_p20|L07_p39_img20|L32_p102|L14_p78_img0|L40_p52|L01_p20_img0|L32_p108|L14_p76_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какое комплексное сопротивление имеет ветвь, состоящая из последовательно соединенных резистора с сопротивлением R = 10 Ом и конденсатора с емкостью C = 1 мКФ, при частоте тока f = 50 Гц?",L04_p19|L04_p19_img33,L22_p18|L01_p20_img0|L04_p19|L07_p39_img20|L04_p112|L14_p78_img0|L36_p19|L43_p20_img0|L17_p64|L03_p79_img0,1,3,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой на этой схеме?,L32_p62_img0|L32_p62,L27_p23|L15_p20_img0|L18_p40|L19_p57_img0|L38_p51|L01_p20_img0|L29_p26|L19_p3_img0|L29_p5|L18_p13_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой в этой схеме?,L38_p22|L38_p22_img2,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L19_p57_img0|L29_p26|L15_p20_img0|L29_p5|L02_p55_img1,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Каковы основные факторы, влияющие на форму волны в реальных условиях?",L42_p34,L41_p8|L07_p39_img20|L41_p43|L14_p78_img0|L41_p61|L01_p20_img0|L39_p39|L14_p96_img0|L40_p13|L23_p43_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какое напряжение на зажимах катушки индуктивности определяется выражением, если ток через нее задан как I(t) = I0 * sin(ωt)?",L04_p37,L25_p24|L19_p26_img0|L24_p44|L27_p98_img0|L24_p25|L27_p97_img0|L34_p10|L25_p67_img0|L34_p6|L28_p8_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой в этой схеме?,L34_p39_img0|L34_p39,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L19_p57_img0|L29_p26|L15_p20_img0|L29_p5|L02_p55_img1,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы связаны между собой в этой схеме?,L41_p2|L41_p3_img0,L27_p23|L21_p35_img0|L18_p40|L19_p57_img0|L38_p51|L20_p34_img0|L29_p26|L06_p86_img0|L12_p16|L42_p24_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какое сопротивление включается в схему замещения для нулевой последовательности?,L19_p56,L18_p8|L07_p39_img20|L36_p19|L01_p20_img0|L18_p37|L14_p78_img0|L17_p64|L19_p42_img0|L34_p32|L43_p20_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены в этой схеме?,L34_p52_img3|L34_p52,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L15_p20_img0|L29_p26|L19_p57_img0|L29_p5|L14_p56_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы связаны в этой схеме?,L18_p43|L18_p44_img0,L27_p23|L19_p57_img0|L38_p51|L20_p34_img0|L18_p40|L21_p35_img0|L29_p26|L42_p24_img0|L12_p16|L20_p45_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены в этой схеме?,L15_p29_img0|L15_p29,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L15_p20_img0|L29_p26|L19_p57_img0|L29_p5|L14_p56_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой на этой электрической схеме?,L09_p20|L09_p22_img0,L31_p84|L19_p57_img0|L25_p23|L10_p36_img0|L02_p0|L18_p13_img0|L27_p23|L19_p34_img0|L10_p37|L19_p26_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какое значение имеет мощность в цепи с резистором, если напряжение и ток совпадают по фазе?",L07_p10,L10_p37|L07_p39_img20|L07_p39|L01_p20_img0|L04_p19|L11_p37_img0|L16_p12|L21_p35_img0|L24_p72|L23_p36_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какой параметр нагрузки определяется по характеру нагрузки, и как это влияет на выбор конструкции элемента в инженерной практике?",L17_p7_img1|L17_p7,L36_p19|L21_p35_img0|L36_p13|L21_p36_img0|L36_p31|L25_p103_img0|L33_p58|L04_p79_img0|L01_p3|L04_p35_img39,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой на этой схеме?,L03_p11_img0|L03_p11,L27_p23|L15_p20_img0|L18_p40|L19_p57_img0|L38_p51|L01_p20_img0|L29_p26|L19_p3_img0|L29_p5|L18_p13_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какая зависимость описывается кривой 2 на рисунке 1 в контексте электротехники?,L32_p48,L15_p35|L01_p20_img0|L32_p7|L12_p21_img0|L34_p51|L04_p90_img0|L01_p32|L04_p35_img45|L12_p13|L04_p34_img45,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какие два типа феррорезонанса упоминаются в данном тексте?,L35_p11,L33_p59|L01_p20_img0|L31_p8|L42_p44_img4|L33_p60|L07_p39_img20|L36_p1|L01_p29_img0|L36_p5|L25_p104_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какой метод используется для расчета токов в линейных электрических цепях при изменении ЭДС и токов источников, но постоянных сопротивлениях?",L12_p2,L12_p2|L01_p20_img0|L20_p69|L25_p67_img0|L28_p49|L10_p36_img0|L29_p27|L20_p4_img0|L12_p44|L19_p26_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какое значение реактивного емкостного сопротивления конденсатора при частоте 100 Гц, если его емкость равна 10 мкФ?",L04_p25_img2|L04_p25,L04_p25|L13_p34_img0|L04_p108|L09_p5_img0|L22_p18|L39_p70_img1|L25_p82|L04_p113_img0|L04_p19|L04_p35_img63,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какая погрешность может быть задана в контексте электротехники?,L31_p70,L30_p24|L19_p26_img0|L30_p7|L27_p98_img0|L21_p33|L27_p97_img0|L32_p7|L23_p66_img0|L05_p37|L18_p13_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Как определяется напряженность поля в воздушном зазоре по кривой намагничивания?,L33_p20,L32_p46|L01_p20_img0|L31_p31|L21_p35_img0|L31_p26|L12_p64_img0|L32_p70|L14_p78_img0|L32_p55|L15_p47_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какой метод позволяет исследовать динамические процессы в нелинейных цепях, не требуя непосредственного интегрирования нелинейных дифференциальных уравнений?",L39_p13,L36_p40|L01_p20_img0|L37_p90|L41_p65_img0|L37_p87|L21_p35_img0|L37_p82|L11_p37_img0|L38_p29|L25_p62_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какой метод используется для определения потенциалов точек контура относительно точки a, если известны сопротивления резисторов вдоль контура?",L09_p25|L09_p25_img1,L09_p25|L21_p35_img0|L05_p55|L01_p20_img0|L11_p28|L27_p98_img0|L36_p19|L27_p97_img0|L28_p40|L19_p26_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Как изменяется значение k-й гармоники тока I_kmax при изменении емкости С? Объясните, почему при резонансе достигается максимальное значение I_kmax и как это связано с величиной емкости R.",L23_p6|L23_p6_img2,L21_p14|L38_p38_img3|L08_p13|L25_p61_img1|L13_p39|L23_p32_img0|L08_p43|L35_p4_img3|L21_p16|L35_p4_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какой метод используется для расчета линейных схем замещения, когда в цепи присутствует один нелинейный элемент и произвольное количество других элементов?",L36_p7,L34_p20|L01_p20_img0|L36_p40|L27_p98_img0|L28_p49|L27_p97_img0|L20_p69|L19_p26_img0|L32_p102|L34_p43_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой в этой схеме?,L02_p41|L02_p42_img0,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L19_p57_img0|L29_p26|L15_p20_img0|L29_p5|L02_p55_img1,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какие соотношения между топологическими матрицами A, B и Q для одного и того же графа могут быть использованы для анализа электрической цепи?",L02_p72,L12_p44|L19_p10_img0|L09_p2|L12_p64_img0|L02_p7|L07_p39_img20|L02_p72|L19_p42_img0|L06_p0|L14_p103_img0,1,7,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Как изменится значение тока u_C(0) в случае, если в цепи на рис. 3 будет включена дополнительная индуктивность L2, и как это отразится на изображении тока?",L27_p50|L27_p50_img0,L38_p8|L19_p42_img0|L25_p24|L07_p11_img0|L24_p44|L19_p40_img0|L10_p19|L20_p44_img0|L24_p14|L36_p18_img1,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Каковы значения токов и производных в момент коммутации в схеме на рис. 3, если до коммутации конденсатор был не заряжен?",L24_p52,L23_p23|L07_p39_img20|L21_p34|L01_p20_img0|L24_p46|L22_p24_img0|L04_p110|L23_p30_img0|L22_p37|L43_p59_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какое значение вектора магнитной индукции можно определить только по данному тексту?,L32_p6,L30_p45|L25_p104_img0|L31_p3|L20_p44_img0|L30_p60|L08_p8_img0|L19_p28|L02_p18_img1|L25_p24|L20_p29_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой на этой схеме?,L05_p31_img34|L05_p31,L27_p23|L15_p20_img0|L18_p40|L19_p57_img0|L38_p51|L01_p20_img0|L29_p26|L19_p3_img0|L29_p5|L18_p13_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какой знак перед величиной емкости в формуле указывает на характер нагрузки?,L13_p39,L36_p13|L40_p46_img1|L07_p40|L42_p44_img1|L36_p19|L42_p44_img0|L07_p54|L34_p5_img4|L36_p31|L04_p42_img2,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какое максимальное значение тока можно определить в цепи на рисунке 1, если известны параметры индуктивности и напряжения, а также вебер-амперная характеристика катушки индуктивности? Пожалуйста, учитывайте формулу для расчета тока в цепи с индуктивностью и используйте данные из рисунка 2.",L38_p18_img2|L38_p18,L36_p63|L21_p35_img0|L37_p8|L28_p45_img1|L26_p59|L01_p12_img1|L10_p19|L27_p92_img1|L38_p47|L06_p66_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Как можно рассчитать токи и напряжения в линии при отключении нагрузки или участка линии, используя метод сведения задачи к нулевым начальным условиям?",L43_p3,L41_p30|L01_p20_img0|L26_p60|L25_p62_img0|L05_p24|L19_p26_img0|L07_p2|L26_p15_img0|L27_p1|L20_p59_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Каковы резонансные частоты для цепи, изображенной на рисунке 7?",L08_p47,L08_p47|L21_p35_img0|L08_p43|L11_p37_img0|L08_p44|L02_p60_img0|L08_p1|L35_p14_img5|L15_p31|L33_p68_img6,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой на этой схеме?,L15_p49_img0|L15_p49,L27_p23|L15_p20_img0|L18_p40|L19_p57_img0|L38_p51|L01_p20_img0|L29_p26|L19_p3_img0|L29_p5|L18_p13_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,Какие характеристики имеют векторы в симметричной системе прямой последовательности? Имеют ли они одинаковые модули и сдвиги друг относительно друга?,L19_p1_img4|L19_p1,L17_p29|L08_p8_img0|L17_p49|L04_p79_img0|L17_p33|L04_p35_img39|L18_p87|L04_p34_img39|L18_p12|L04_p19_img55,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какие уравнения четырехполюсника в А-форме используются для описания его свойств, и какие другие формы записи существуют? Объясните, почему существует шесть форм записи уравнений пассивного четырехполюсника.",L14_p14|L14_p14_img3,L14_p14|L35_p42_img0|L14_p15|L20_p44_img0|L14_p54|L14_p78_img0|L14_p73|L03_p96_img1|L14_p4|L20_p15_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какую задачу предстоит решить при выполнении задания по электротехнике?,L39_p76,L32_p7|L01_p20_img0|L01_p0|L18_p13_img0|L26_p16|L10_p36_img0|L34_p6|L19_p26_img0|L31_p84|L20_p45_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какой термин используется для обозначения комплекса, сопряженного с другим комплексом?",L07_p32,L07_p32|L07_p39_img20|L04_p50|L22_p9_img0|L14_p85|L22_p19_img0|L23_p46|L30_p5_img1|L03_p94|L30_p5_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены в этой схеме?,L28_p36_img4|L28_p36,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L15_p20_img0|L29_p26|L19_p57_img0|L29_p5|L14_p56_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Как можно использовать аналитическое выражение характеристики для первых гармоник, представленное в задаче, чтобы решить сложную задачу по электронике? Объясните, как это сделать, используя принципы гармонического анализа и методы преобразования Фурье.",L36_p61_img0|L36_p61,L35_p0|L01_p20_img0|L32_p118|L07_p39_img20|L34_p54|L14_p78_img0|L33_p43|L20_p44_img0|L32_p119|L19_p16_img1,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какой источник ЭДС необходимо добавить в ветвь с сопротивлением Z для того, чтобы сделать схему на рисунке 1,в эквивалентной схеме на рисунке 1,а? Используйте принцип наложения для решения задачи.",L13_p4|L13_p4_img3,L13_p4|L01_p20_img0|L13_p48|L15_p20_img0|L27_p92|L03_p32_img0|L01_p44|L32_p35_img0|L12_p4|L07_p39_img20,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какова формула для расчета реактивной мощности в электрической цепи?,L07_p19,L17_p5|L01_p20_img0|L07_p39|L20_p55_img0|L20_p65|L09_p38_img0|L16_p12|L23_p61_img0|L16_p44|L18_p13_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какое уравнение представляет собой исходное нелинейное уравнение электрической цепи, если искомая переменная x выражается через функцию h(x)?",L31_p50|L31_p50_img2,L30_p3|L01_p20_img0|L28_p49|L25_p67_img0|L20_p69|L20_p4_img0|L30_p20|L36_p18_img0|L32_p102|L20_p45_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,Как связан коэффициент затухания δ с угловой частотой собственных колебаний ω и периодом собственных колебаний T в данном уравнении? И как это влияет на динамику системы?,L26_p32_img0|L26_p32,L25_p13|L21_p35_img0|L39_p107|L01_p20_img0|L23_p50|L20_p34_img0|L39_p37|L27_p98_img0|L15_p27|L27_p97_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Как можно использовать методы анализа нелинейных цепей для определения первой гармоники тока в данной цепи, если известна вебер-амперная характеристика катушки и напряжение источника является синусоидальным?",L36_p60_img5|L36_p60,L34_p66|L01_p20_img0|L34_p30|L13_p52_img1|L20_p69|L07_p39_img20|L32_p102|L14_p78_img0|L34_p5|L36_p71_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какое преобразование линейных электрических схем рассматривается в данном тексте?,L09_p28,L09_p28|L01_p20_img0|L01_p35|L19_p26_img0|L32_p102|L23_p66_img0|L09_p30|L19_p19_img0|L41_p4|L27_p69_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Как найти закон изменения напряжения на нелинейном элементе, если сопротивление элемента неизвестно?",L34_p32,L33_p12|L01_p20_img0|L28_p40|L07_p39_img20|L32_p102|L14_p78_img0|L28_p49|L05_p1_img0|L34_p6|L05_p1_img1,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какую ветвь в схеме четырехполюсника можно выбрать для записи уравнений, если известно, что в схеме есть источник энергии?",L14_p4,L14_p4|L21_p35_img0|L10_p38|L18_p59_img0|L14_p0|L20_p34_img0|L14_p14|L02_p15_img0|L14_p86|L06_p66_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какое значение имеет число 0,195 в контексте электрического сопротивления?",L39_p108,L38_p73|L09_p38_img0|L32_p5|L20_p53_img0|L36_p19|L39_p81_img6|L39_p17|L05_p1_img0|L25_p94|L15_p41_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены в этой схеме?,L01_p53|L01_p53_img0,L27_p23|L19_p3_img0|L18_p40|L01_p20_img0|L38_p51|L15_p20_img0|L29_p26|L19_p57_img0|L29_p5|L14_p56_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,image,Какие элементы соединены между собой на этой схеме?,L42_p8_img0|L42_p8,L27_p23|L15_p20_img0|L18_p40|L19_p57_img0|L38_p51|L01_p20_img0|L29_p26|L19_p3_img0|L29_p5|L18_p13_img0,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,"Какой тип цепи будет иметь схема, содержащая только линейные элементы?",L01_p4,L01_p4|L15_p20_img0|L04_p110|L19_p57_img0|L32_p102|L01_p20_img0|L25_p23|L11_p37_img0|L18_p14|L02_p60_img0,1,1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,hybrid,"Какие значения токов I1, I2 и I3 будут получены при заданных параметрах и напряжении на входе схемы, если известно, что I1 = l - j(A), I2 = l - j(B), I3 = l - j(C)?",L09_p6_img2|L09_p6,L38_p48|L14_p67_img0|L39_p38|L20_p15_img0|L34_p10|L14_p43_img0|L02_p40|L18_p7_img2|L34_p6|L18_p12_img4,0,-1,10,,
Hybrid: BGE + SigLIP,hybrid,question,bge+siglip,idx_text_user_bge.bin+idx_siglip.bin,text_linear+siglip,text,Какие значения и максимальная мощность были найдены в задаче?,L13_p43,L13_p43|L01_p20_img0|L07_p40|L20_p15_img0|L18_p87|L06_p81_img0|L17_p26|L43_p20_img0|L17_p5|L13_p52_img1,1,1,10,,
