experiment,method,query_mode,model_key,index_file,map_key,item_type,query,gold_ids,pred_ids_topk,hit,hit_rank,recall,mrr,ndcg,k,error_type,error_message
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,Составляющая общего тока увеличится в два раза.,L29_p4|L29_p4_img1,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,Метод построения векторных диаграмм и анализа зависимости для определения действительной величины напряжения или тока.,L35_p4|L35_p4_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,Условие вещественности входного сопротивления (входной проводимости) цепи необходимо для определения резонансной частоты в цепи произвольной конфигурации или в общем случае для соотношения параметров схемы в режиме резонанса.,L08_p39_img0|L08_p38,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"В данном случае можно получить зависимость, которая отражает влияние медленных изменений магнитной напряженности на определенное физическое явление или параметр. Это связано с тем, что медленные изменения позволяют изучить динамику системы и ее реакцию на постепенные изменения внешних условий. Кривые 1 на рисунке 1 могут представлять собой результаты таких экспериментов, где каждая точка соответствует значению магнитной напряженности, а ось Y может отражать другое физическое значение, зависящее от магнитной напряженности.",L32_p43_img0|L32_p43,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"На схеме изображены два элемента, которые соединены между собой линией, что указывает на наличие электрической цепи.",L21_p27|L21_p27_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"На схеме показано соединение двух элементов, обозначенных как Z6x и xx.",L42_p8|L42_p8_img3,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Параметры колебательного переходного процесса, такие как постоянная времени (τ), амплитуда колебаний и частота, могут быть определены по качественным кривым напряжения u(t) и тока i(t). Например, постоянная времени τ может быть найдена по времени достижения максимума или минимума первой гармоники колебаний. Амплитуда колебаний определяется по амплитуде пика колебаний. Частота колебаний может быть вычислена по периоду колебаний.",L26_p64|L26_p64_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"На рисунке 13 показаны элементы R и jX_L, которые соединены последовательно с током I.",L04_p19_img41|L04_p19,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,Действующее значение равно √2 разам амплитудному значению.,L03_p84_img0|L03_p84,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы U и M соединены между собой через символ связи.,L33_p1|L33_p1_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"Элементы U и X_L соединены последовательно, а I_L и b_LU соединены параллельно.",L04_p34|L04_p34_img49,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы L и i2 связаны последовательно.,L07_p14|L07_p14_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"На схеме изображены два элемента, которые связаны через угол φn.",L07_p39_img5|L07_p39,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"На схеме изображены два элемента, которые соединены последовательно.",L34_p52_img0|L34_p52,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Уравнение (4) должно быть истинным, а источник питания должен быть симметричным.",L20_p17|L20_p17_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"Элементы R и C соединены последовательно, а напряжение uR и uC измеряется параллельно.",L04_p35_img27|L04_p35,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"Элементы Z1, Z2 и Z0 соединены последовательно между собой, а затем параллельно с элементом UфXX.",L20_p22|L20_p23_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элемент x' соединен с элементом k через коэффициент λ.,L41_p66_img0|L41_p66,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы C0 и C1 соединены последовательно.,L40_p4_img3|L40_p4,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы U и φXX соединены последовательно.,L20_p1_img5|L20_p1,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Это символ логического элемента ИЛИ.,L01_p37_img0|L01_p36,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"На схеме показаны два элемента, которые соединены между собой.",L39_p43_img0|L39_p43,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,Волновое сопротивление должно быть постоянным независимо от частоты.,L41_p8|L41_p8_img1,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы U и φXX соединены последовательно.,L20_p54_img1|L20_p54,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Варианты могут быть следующими:
1. Вариант 1: Колебания могут быть затухающими или не затухающими, в зависимости от соотношения частот.
2. Вариант 2: Колебания могут быть гармоническими или не гармоническими, в зависимости от соотношения частот.
3. Вариант 3: Колебания могут быть синусоидальными или несинусоидальными, в зависимости от соотношения частот.",L26_p73|L26_p74_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Неуравновешенность вращательных механизмов приводит к пульсирующему моменту, который вызывает колебания суммарной мгновенной мощности. Это ведет к переменной механической нагрузке, которая негативно влияет на срок службы энергогенерирующих установок и многофазных электродвигателей, укорачивая их срок службы.",L16_p14|L16_p15_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Матрицы переменных состояния и их первых производных по времени обозначаются как x и их производные соответственно. Матрица нелинейных резистивных элементов обозначается как w(z), где z – матрица аргументов нелинейных резистивных элементов.",L39_p23|L39_p23_img1,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Активная мощность несинусоидального тока вычисляется по формуле P = ∑∞k=0 Pk, где Pk - активная мощность k-й гармонической составляющей.",L22_p38|L22_p39_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Условие X2 + XH = 0 необходимо для достижения максимальной мощности в цепи. Это указывает на то, что нагрузка имеет емкостный характер.",L13_p39|L13_p39_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"При изменении сопротивления R переменного резистора в диапазоне от 0 до 100 Ом, показание амперметра будет изменяться. При R = 0 Ом, ток через амперметр будет максимальным, так как сопротивление в диагонали моста минимально. При R = 100 Ом, ток через амперметр будет минимальным, так как сопротивление в диагонали моста максимально.",L13_p21_img0|L13_p20,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"На схеме показаны два элемента, которые соединены последовательно.",L21_p17|L21_p17_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,Суммарная активная мощность трехфазной системы определяется по формуле: P = R1 + RV.,L18_p66_img0|L18_p66,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"Ток I2 равен 0,5 А.",L05_p99|L05_p99_img1,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Матрица Якоби играет ключевую роль в системе динамических уравнений, так как она содержит информацию о частных производных состояния системы от времени. Она используется для вычисления коэффициентов в линейной аппроксимации системы, что позволяет оценить влияние малых изменений входных сигналов на выходные величины. Матрица Якоби связана с другими матрицами следующим образом: она определяется как производная матрицы состояния от времени, что позволяет связать ее с матрицей входа и выхода через матрицы связи между источниками и переменными состояния, а также между переменными состояния и искомыми величинами.",L29_p28_img3|L29_p28,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы B и Y связаны между собой через индекс m_k.,L12_p51_img1|L12_p51,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Для решения задачи необходимо использовать данные о параметрах катушки индуктивности и вебер-амперную характеристику, чтобы вычислить максимальное значение тока в цепи.",L38_p18_img1|L38_p18,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Для записи комплексного числа в показательной форме необходимо найти модуль (модуль) и начальную фазу (угол). Модуль находится путем вычисления квадратного корня из суммы квадратов действительной и мнимой частей числа. Начальная фаза определяется углом, который образует вектор с положительной полуосью действительных чисел.",L03_p66|L03_p66_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Реактивное индуктивное сопротивление катушки увеличивается пропорционально частоте. Это приводит к увеличению сопротивления току, протекающему через катушку.",L04_p42|L04_p42_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы Zc и Zc соединены последовательно.,L15_p33_img0|L15_p33,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,Элементы L3 и dI/dt соединены последовательно.,L38_p40|L38_p40_img2,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Принцип взаимности может быть применен к анализу электрической цепи, если в схеме имеется только один источник ЭДС, который действует в одной из ветвей, а остальные ветви не содержат других источников ЭДС. В этом случае, если ЭДС вызывает ток в одной ветви, то та же ЭДС, но в другом направлении, вызовет такой же ток в первой ветви. Это подтверждается на рисунках 3,а и 3,б.",L12_p37_img1|L12_p37,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Низкочастотный фильтр должен иметь частоту среза ωc1, меньшую чем частота среза ωc2 высокочастотного фильтра.",L15_p53|L15_p53_img2,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"Элементы I_{BC}, I_{AB} и I_{E} соединены последовательно.",L17_p8|L17_p9_img0,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,hybrid,"Из графиков можно определить амплитуду Eim, частоту ω и фазовый сдвиг Ψe1.",L03_p22_img0|L03_p21,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"В схеме показаны резисторы Rk и индуктивности Ik, которые последовательно соединены. Это означает, что ток проходит через все эти элементы последовательно, а напряжение на каждом из них зависит от его сопротивления и индуктивности.",L07_p39_img19|L07_p39,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,"В схеме изображены два источника напряжения Uc(0) и U0, которые соединены последовательно с источником синусоидального напряжения A sin φ. Также присутствует элемент R, который может быть резистором, и угол φ, который может влиять на фазу напряжения.",L26_p58_img0|L26_p57,,0,-1,0.0,0.0,0.0,5,,
Vis: CLIP (Answer),single,answer,clip,idx_clip_openai.bin,clip,image,На схеме изображены катушка индуктивности и источник напряжения.,L04_p35|L04_p35_img0,,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме?,L33_p47|L33_p47_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какое свойство вектора магнитной индукции описывается в данном тексте?,L21_p31,L32_p6|L32_p23|L32_p12|L21_p13|L21_p10,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы связаны между собой в этой схеме?,L06_p37_img0|L06_p37,L28_p55|L20_p5|L39_p77|L31_p1|L12_p16,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Как изменяется напряжение на конденсаторе при разряде через резистор?,L25_p94,L23_p29|L25_p78|L04_p109|L24_p44|L04_p25,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Какой из следующих вариантов является правильным для формулы, представленной на рисунке? Объясните свой выбор.",L24_p20_img1|L24_p20,L25_p9|L35_p17|L22_p12|L39_p86|L31_p68,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены последовательно и какие параллельно в этой электрической схеме?,L04_p34_img26|L04_p34,L30_p41|L32_p99|L02_p0|L26_p41|L28_p55,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Какие элементы включены последовательно и параллельно в схеме, изображенной на рисунке 3,а? Какие свойства этих элементов используются для работы фильтра?",L15_p41_img0|L15_p40,L14_p66|L20_p5|L18_p64|L28_p55|L15_p4,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какое уравнение описывает первый закон Кирхгофа для цепи с одним источником тока и несколькими резистивными элементами?,L05_p9,L32_p87|L02_p29|L26_p0|L40_p7|L26_p21,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какой метод используется для составления характеристического уравнения в электротехнике?,L25_p5,L40_p15|L25_p69|L25_p35|L25_p83|L26_p21,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой в этой схеме?,L01_p36_img0|L01_p36,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой в этой схеме?,L19_p33|L19_p34_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме?,L41_p42_img1|L41_p42,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме?,L04_p26|L04_p28_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой электрической схеме?,L26_p51|L26_p52_img0,L32_p99|L28_p55|L26_p41|L02_p0|L13_p37,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,"Как рассчитать ток в одной из фаз трехфазной цепи при соединении в треугольник, если известны комплексные линейные напряжения?",L17_p27,L18_p55|L18_p19|L20_p64|L23_p73|L18_p60,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы связаны последовательно и какие параллельно?,L04_p35_img33|L04_p35,L30_p35|L19_p43|L04_p53|L30_p39|L30_p36,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,"Как можно определить начальные фазы линейных напряжений, если известны только их модули?",L17_p31,L13_p37|L41_p63|L20_p65|L23_p86|L19_p56,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какое соединение называется звездой?,L16_p20,L23_p77|L09_p50|L09_p48|L09_p51|L18_p31,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какое выражение может быть использовано для определения свободной составляющей общего решения дифференциального уравнения в электротехнике?,L24_p66,L24_p69|L25_p55|L24_p67|L24_p27|L24_p32,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,"Какие цепи могут быть рассмотрены методом, описанного в тексте?",L38_p45,L34_p34|L34_p15|L33_p58|L30_p30|L33_p60,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме и как это влияет на работу электрической цепи?,L03_p23_img5|L03_p23,L32_p99|L26_p41|L02_p0|L10_p37|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой в этой схеме?,L06_p48|L06_p48_img3,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы образуют замкнутый контур на схеме?,L11_p19|L11_p20_img0,L28_p55|L02_p13|L31_p1|L20_p5|L43_p23,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Каковы условия для использования формулы (1) при наличии нейтрального провода с нулевым сопротивлением? И как изменится ситуация, если нейтральный провод отсутствует, но нагрузка симметричная?",L17_p47_img1|L17_p47,L23_p79|L19_p56|L19_p24|L42_p3|L19_p30,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какой вид тока рассматривается в данном контексте?,L22_p52,L37_p68|L23_p75|L23_p90|L26_p41|L32_p101,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какие матрицы используются для описания электрической цепи в контурном методе расчета?,L06_p23,L06_p15|L06_p0|L06_p45|L12_p44|L05_p93,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Какое комплексное сопротивление катушки индуктивности будет иметь при частоте 50 Гц, если ее индуктивность равна 0.1 Гн? Используйте формулу для расчета реактивного индуктивного сопротивления.",L04_p35_img61|L04_p35,L04_p94|L27_p18|L35_p44|L04_p42|L26_p43,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"На рисунке 5, а представлена формула для тока i1 = 2,82sin(ωt - π/6)A. Какой тип гармонического колебания описывает эта формула? И какую фазовую разницу между начальной фазой и осью времени показывает выражение?",L03_p96|L03_p96_img0,L22_p11|L21_p43|L20_p73|L03_p38|L23_p3,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Как изменится значение функции f(t) в момент времени t = 0, если известно, что f(0) = 5 и функция является непрерывной в точке t = 0?",L27_p13|L27_p13_img3,L25_p8|L25_p88|L29_p39|L19_p41|L27_p25,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме и какое это соединение?,L18_p12|L18_p12_img4,L28_p55|L20_p5|L39_p77|L30_p41|L31_p1,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какой метод используется для анализа нелинейных электрических цепей?,L34_p31,L34_p0|L30_p23|L22_p45|L34_p7|L38_p0,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы связаны между собой в этой схеме?,L06_p32|L06_p33_img0,L28_p55|L20_p5|L39_p77|L31_p1|L12_p16,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Каковы направления фазных напряжений генератора?,L16_p26,L23_p86|L23_p73|L20_p65|L23_p65|L13_p33,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,"Какую матрицу используют для описания электрической цепи, когда рассматривают только главные контуры?",L02_p46,L06_p32|L02_p0|L12_p44|L02_p7|L09_p2,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какой тип переменной используется в контексте электротехники?,L15_p26,L03_p14|L34_p7|L34_p0|L25_p74|L07_p51,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме?,L16_p31|L16_p31_img9,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме и как это влияет на работу системы?,L10_p48_img0|L10_p48,L28_p55|L30_p41|L39_p77|L20_p5|L10_p37,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы связаны между собой в этой схеме?,L18_p50|L18_p51_img0,L28_p55|L20_p5|L39_p77|L31_p1|L12_p16,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Как изменяются фазовые углы между током и напряжением в цепи с индуктивностью до и после резонанса, и как это влияет на мощность в цепи?",L35_p25_img0|L35_p24,L08_p13|L26_p43|L25_p76|L10_p37|L35_p37,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы связаны между собой в этой схеме?,L18_p14|L18_p14_img0,L28_p55|L20_p5|L39_p77|L31_p1|L12_p16,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой в этой схеме?,L20_p58|L20_p60_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Какое комплексное сопротивление имеет катушка индуктивности с индуктивностью L = 0,03 Гн при частоте тока f = 50 Гц?",L04_p19_img73|L04_p19,L26_p43|L25_p76|L27_p18|L19_p52|L35_p37,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в данной схеме?,L07_p25_img0|L07_p24,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в данной схеме?,L20_p17|L20_p18_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,"Какое понятие используется в электротехнике для описания суммарной мощности, которая передается электрической цепью?",L07_p27,L18_p55|L18_p60|L01_p0|L18_p19|L32_p99,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой в этой схеме?,L30_p61_img2|L30_p61,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой на этой схеме?,L32_p62|L32_p62_img0,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой в этой схеме?,L38_p22|L38_p22_img2,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,"Какое напряжение на зажимах катушки индуктивности определяется выражением, если ток через нее задан как I(t) = I0 * sin(ωt)?",L04_p37,L26_p43|L25_p76|L25_p47|L35_p44|L35_p37,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой в этой схеме?,L34_p39_img0|L34_p39,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы связаны между собой в этой схеме?,L41_p3_img0|L41_p2,L28_p55|L20_p5|L39_p77|L31_p1|L12_p16,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,Какое сопротивление включается в схему замещения для нулевой последовательности?,L19_p56,L19_p52|L37_p74|L20_p2|L19_p36|L36_p21,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме?,L34_p52|L34_p52_img3,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы связаны в этой схеме?,L18_p43|L18_p44_img0,L28_p55|L39_p77|L20_p5|L31_p1|L12_p16,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены в этой схеме?,L15_p29_img0|L15_p29,L28_p55|L20_p5|L39_p77|L31_p1|L30_p41,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,image,Какие элементы соединены между собой на этой электрической схеме?,L09_p20|L09_p22_img0,L32_p99|L26_p41|L02_p0|L28_p55|L10_p37,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,text,"Какое значение имеет мощность в цепи с резистором, если напряжение и ток совпадают по фазе?",L07_p10,L10_p37|L07_p39|L04_p19|L18_p19|L26_p0,0,-1,0.0,0.0,0.0,5,,
Text Only (BGE),single,question,bge,idx_text_user_bge.bin,text_linear,hybrid,"Какой параметр нагрузки определяется по характеру нагрузки, и как это влияет на выбор конструкции элемента в инженерной практике?",L17_p7_img1|L17_p7,L37_p74|L37_p66|L37_p89|L35_p9|L01_p3,0,-1,0.0,0.0,0.0,5,,
